step,time,mass,mass_drift,min_psihat,neg_mass,fp_tol_used
451,0.451,5.8904858696981659e+00,1.5079543106303364e-10,9.9323728926233347e-03,0.0000000000000000e+00,1.0e-03
452,0.452,5.8904858696986375e+00,1.5087549623106299e-10,9.9598110430643861e-03,0.0000000000000000e+00,1.0e-03
453,0.453,5.8904858696991358e+00,1.5096008485491320e-10,9.9873153706851701e-03,0.0000000000000000e+00,1.0e-03
454,0.454,5.8904858696996305e+00,1.5104407035132063e-10,1.0014878186284456e-02,0.0000000000000000e+00,1.0e-03
455,0.455,5.8904858697001252e+00,1.5112805584772808e-10,1.0042492405450566e-02,0.0000000000000000e+00,1.0e-03
456,0.456,5.8904858697006226e+00,1.5121249368971759e-10,1.0070150328809228e-02,0.0000000000000000e+00,1.0e-03
457,0.457,5.8904858697011138e+00,1.5129587605868224e-10,1.0097864198104958e-02,0.0000000000000000e+00,1.0e-03
458,0.458,5.8904858697015943e+00,1.5137744904531856e-10,1.0125635220296783e-02,0.0000000000000000e+00,1.0e-03
459,0.459,5.8904858697020614e+00,1.5145676030404443e-10,1.0153371053839623e-02,0.0000000000000000e+00,1.0e-03
460,0.46,5.8904858697025198e+00,1.5153456374416334e-10,1.0181113230901232e-02,0.0000000000000000e+00,1.0e-03
461,0.461,5.8904858697029887e+00,1.5161417656661059e-10,1.0208854642840392e-02,0.0000000000000000e+00,1.0e-03
462,0.462,5.8904858697034692e+00,1.5169574955324690e-10,1.0236586343936066e-02,0.0000000000000000e+00,1.0e-03
463,0.463,5.8904858697039506e+00,1.5177747332174389e-10,1.0264300566787878e-02,0.0000000000000000e+00,1.0e-03
464,0.464,5.8904858697044302e+00,1.5185889552651951e-10,1.0291989417469692e-02,0.0000000000000000e+00,1.0e-03
465,0.465,5.8904858697049072e+00,1.5193986538571301e-10,1.0319644370372996e-02,0.0000000000000000e+00,1.0e-03
466,0.466,5.8904858697053744e+00,1.5201917664443889e-10,1.0347278518264542e-02,0.0000000000000000e+00,1.0e-03
467,0.467,5.8904858697058273e+00,1.5209607539339364e-10,1.0374892364208015e-02,0.0000000000000000e+00,1.0e-03
468,0.468,5.8904858697062741e+00,1.5217191866932352e-10,1.0402392575328670e-02,0.0000000000000000e+00,1.0e-03
469,0.46900000000000003,5.8904858697067279e+00,1.5224896820013895e-10,1.0429820468127515e-02,0.0000000000000000e+00,1.0e-03
470,0.47000000000000003,5.8904858697071827e+00,1.5232616851281508e-10,1.0457168919381834e-02,0.0000000000000000e+00,1.0e-03
471,0.47100000000000003,5.8904858697076508e+00,1.5240563055340166e-10,1.0484429951826376e-02,0.0000000000000000e+00,1.0e-03
472,0.47200000000000003,5.8904858697081144e+00,1.5248433868468473e-10,1.0511596314119610e-02,0.0000000000000000e+00,1.0e-03
473,0.47300000000000003,5.8904858697085762e+00,1.5256274525224644e-10,1.0538659553440331e-02,0.0000000000000000e+00,1.0e-03
474,0.47400000000000003,5.8904858697090301e+00,1.5263979478306187e-10,1.0565612774367055e-02,0.0000000000000000e+00,1.0e-03
475,0.47500000000000003,5.8904858697094715e+00,1.5271473336782757e-10,1.0592470467513840e-02,0.0000000000000000e+00,1.0e-03
476,0.47600000000000003,5.8904858697099050e+00,1.5278831491584700e-10,1.0619231712454991e-02,0.0000000000000000e+00,1.0e-03
477,0.47700000000000004,5.8904858697103437e+00,1.5286280115503061e-10,1.0645805218822781e-02,0.0000000000000000e+00,1.0e-03
478,0.47800000000000004,5.8904858697107851e+00,1.5293773973979631e-10,1.0672232640437205e-02,0.0000000000000000e+00,1.0e-03
479,0.47900000000000004,5.8904858697112301e+00,1.5301328145200480e-10,1.0698509167142248e-02,0.0000000000000000e+00,1.0e-03
480,0.48,5.8904858697116813e+00,1.5308987863723816e-10,1.0724627272538964e-02,0.0000000000000000e+00,1.0e-03
481,0.481,5.8904858697121298e+00,1.5316602347688941e-10,1.0750580574393920e-02,0.0000000000000000e+00,1.0e-03
482,0.482,5.8904858697125695e+00,1.5324066049793372e-10,1.0776363342159164e-02,0.0000000000000000e+00,1.0e-03
483,0.483,5.8904858697129985e+00,1.5331348813664968e-10,1.0801969456955956e-02,0.0000000000000000e+00,1.0e-03
484,0.484,5.8904858697134213e+00,1.5338526030234077e-10,1.0827418269951062e-02,0.0000000000000000e+00,1.0e-03
485,0.485,5.8904858697138458e+00,1.5345733403175325e-10,1.0852703332776929e-02,0.0000000000000000e+00,1.0e-03
486,0.486,5.8904858697142704e+00,1.5352940776116574e-10,1.0877739426427174e-02,0.0000000000000000e+00,1.0e-03
487,0.487,5.8904858697147064e+00,1.5360344165476725e-10,1.0902570377761912e-02,0.0000000000000000e+00,1.0e-03
488,0.488,5.8904858697151337e+00,1.5367596772976183e-10,1.0927193267317205e-02,0.0000000000000000e+00,1.0e-03
489,0.489,5.8904858697155671e+00,1.5374954927778126e-10,1.0951602876931742e-02,0.0000000000000000e+00,1.0e-03
490,0.49,5.8904858697159961e+00,1.5382237691649724e-10,1.0975795058704359e-02,0.0000000000000000e+00,1.0e-03
491,0.491,5.8904858697164117e+00,1.5389294282730275e-10,1.0999766157354712e-02,0.0000000000000000e+00,1.0e-03
492,0.492,5.8904858697168248e+00,1.5396305639252619e-10,1.1023511035261141e-02,0.0000000000000000e+00,1.0e-03
493,0.493,5.8904858697172369e+00,1.5403301917588895e-10,1.1047051901439299e-02,0.0000000000000000e+00,1.0e-03
494,0.494,5.8904858697176472e+00,1.5410268039553030e-10,1.1070385803545389e-02,0.0000000000000000e+00,1.0e-03
495,0.495,5.8904858697180682e+00,1.5417415099750000e-10,1.1093480198327323e-02,0.0000000000000000e+00,1.0e-03
496,0.496,5.8904858697184874e+00,1.5424532003574831e-10,1.1116277586928318e-02,0.0000000000000000e+00,1.0e-03
497,0.497,5.8904858697188951e+00,1.5431452890980757e-10,1.1138829679861953e-02,0.0000000000000000e+00,1.0e-03
498,0.498,5.8904858697193134e+00,1.5438554716619518e-10,1.1161136762738525e-02,0.0000000000000000e+00,1.0e-03
499,0.499,5.8904858697197193e+00,1.5445445447653306e-10,1.1183196516666978e-02,0.0000000000000000e+00,1.0e-03
500,0.5,5.8904858697201217e+00,1.5452275865942815e-10,1.1205006388243592e-02,0.0000000000000000e+00,1.0e-03
501,0.501,5.8904858697205222e+00,1.5459076127860185e-10,1.1226588561992303e-02,0.0000000000000000e+00,1.0e-03
502,0.502,5.8904858697209201e+00,1.5465831155219346e-10,1.1247918067358299e-02,0.0000000000000000e+00,1.0e-03
503,0.503,5.8904858697213234e+00,1.5472676651694926e-10,1.1269021224474714e-02,0.0000000000000000e+00,1.0e-03
504,0.504,5.8904858697217328e+00,1.5479627695472992e-10,1.1289817493753860e-02,0.0000000000000000e+00,1.0e-03
505,0.505,5.8904858697221325e+00,1.5486412879204294e-10,1.1310354672138470e-02,0.0000000000000000e+00,1.0e-03
506,0.506,5.8904858697225242e+00,1.5493062359260967e-10,1.1330637057679040e-02,0.0000000000000000e+00,1.0e-03
507,0.507,5.8904858697229221e+00,1.5499817386620129e-10,1.1350665194670938e-02,0.0000000000000000e+00,1.0e-03
508,0.508,5.8904858697233147e+00,1.5506481944862875e-10,1.1370438037020994e-02,0.0000000000000000e+00,1.0e-03
509,0.509,5.8904858697237055e+00,1.5513116346733478e-10,1.1389955728025071e-02,0.0000000000000000e+00,1.0e-03
510,0.51,5.8904858697240927e+00,1.5519690435859806e-10,1.1409219147312553e-02,0.0000000000000000e+00,1.0e-03
511,0.511,5.8904858697244808e+00,1.5526279603172202e-10,1.1428254720411851e-02,0.0000000000000000e+00,1.0e-03
512,0.512,5.8904858697248770e+00,1.5533004474159226e-10,1.1447065807086978e-02,0.0000000000000000e+00,1.0e-03
513,0.513,5.8904858697252687e+00,1.5539653954215899e-10,1.1465573290329349e-02,0.0000000000000000e+00,1.0e-03
514,0.514,5.8904858697256497e+00,1.5546122496039739e-10,1.1483852906832554e-02,0.0000000000000000e+00,1.0e-03
515,0.515,5.8904858697260236e+00,1.5552470412375022e-10,1.1501860750793048e-02,0.0000000000000000e+00,1.0e-03
516,0.516,5.8904858697264064e+00,1.5558969110571002e-10,1.1519622646948098e-02,0.0000000000000000e+00,1.0e-03
517,0.517,5.8904858697267883e+00,1.5565452730580912e-10,1.1537141405615337e-02,0.0000000000000000e+00,1.0e-03
518,0.518,5.8904858697271667e+00,1.5571876037846544e-10,1.1554419387589100e-02,0.0000000000000000e+00,1.0e-03
519,0.519,5.8904858697275451e+00,1.5578299345112173e-10,1.1571458339037947e-02,0.0000000000000000e+00,1.0e-03
520,0.52,5.8904858697279225e+00,1.5584707574191735e-10,1.1588283760926471e-02,0.0000000000000000e+00,1.0e-03
521,0.521,5.8904858697283045e+00,1.5591191194201645e-10,1.1604904941430865e-02,0.0000000000000000e+00,1.0e-03
522,0.522,5.8904858697286766e+00,1.5597508954164791e-10,1.1621318651428762e-02,0.0000000000000000e+00,1.0e-03
523,0.523,5.8904858697290416e+00,1.5603706088639379e-10,1.1637496336512343e-02,0.0000000000000000e+00,1.0e-03
524,0.524,5.8904858697294085e+00,1.5609933379486104e-10,1.1653368764520283e-02,0.0000000000000000e+00,1.0e-03
525,0.525,5.8904858697297726e+00,1.5616115435774625e-10,1.1669017398296315e-02,0.0000000000000000e+00,1.0e-03
526,0.526,5.8904858697301430e+00,1.5622403039365628e-10,1.1684448425435827e-02,0.0000000000000000e+00,1.0e-03
527,0.527,5.8904858697305134e+00,1.5628690642956634e-10,1.1699665240437260e-02,0.0000000000000000e+00,1.0e-03
528,0.528,5.8904858697308793e+00,1.5634902855617292e-10,1.1714670311610755e-02,0.0000000000000000e+00,1.0e-03
529,0.529,5.8904858697312470e+00,1.5641145224650087e-10,1.1729490062870638e-02,0.0000000000000000e+00,1.0e-03
530,0.53,5.8904858697316094e+00,1.5647297124566467e-10,1.1744104317073937e-02,0.0000000000000000e+00,1.0e-03
531,0.531,5.8904858697319638e+00,1.5653313320808221e-10,1.1758544780522221e-02,0.0000000000000000e+00,1.0e-03
532,0.532,5.8904858697323199e+00,1.5659359673422113e-10,1.1772570537847976e-02,0.0000000000000000e+00,1.0e-03
533,0.533,5.8904858697326805e+00,1.5665481416966353e-10,1.1786672413474348e-02,0.0000000000000000e+00,1.0e-03
534,0.534,5.8904858697330340e+00,1.5671482535022037e-10,1.1800480630890946e-02,0.0000000000000000e+00,1.0e-03
535,0.535,5.8904858697333875e+00,1.5677483653077721e-10,1.1814097656158621e-02,0.0000000000000000e+00,1.0e-03
536,0.536,5.8904858697337446e+00,1.5683545083877683e-10,1.1827529189324993e-02,0.0000000000000000e+00,1.0e-03
537,0.537,5.8904858697340998e+00,1.5689576358305504e-10,1.1840778312064124e-02,0.0000000000000000e+00,1.0e-03
538,0.538,5.8904858697344542e+00,1.5695592554547258e-10,1.1853849648904350e-02,0.0000000000000000e+00,1.0e-03
539,0.539,5.8904858697347979e+00,1.5701427812556176e-10,1.1866769686717729e-02,0.0000000000000000e+00,1.0e-03
540,0.54,5.8904858697351417e+00,1.5707263070565097e-10,1.1879516875313821e-02,0.0000000000000000e+00,1.0e-03
541,0.541,5.8904858697354898e+00,1.5713173719504362e-10,1.1892122332583690e-02,0.0000000000000000e+00,1.0e-03
542,0.542,5.8904858697358389e+00,1.5719099446629698e-10,1.1904509378823107e-02,0.0000000000000000e+00,1.0e-03
543,0.543,5.8904858697361853e+00,1.5724979939196826e-10,1.1916730113208960e-02,0.0000000000000000e+00,1.0e-03
544,0.544,5.8904858697365245e+00,1.5730739806275396e-10,1.1928792268364340e-02,0.0000000000000000e+00,1.0e-03
545,0.545,5.8904858697368692e+00,1.5736590142470384e-10,1.1940698628613765e-02,0.0000000000000000e+00,1.0e-03
546,0.546,5.8904858697372111e+00,1.5742395244107164e-10,1.1952454037365702e-02,0.0000000000000000e+00,1.0e-03
547,0.547,5.8904858697375477e+00,1.5748109876627526e-10,1.1964062030097157e-02,0.0000000000000000e+00,1.0e-03
548,0.548,5.8904858697378808e+00,1.5753764196403610e-10,1.1975524343027960e-02,0.0000000000000000e+00,1.0e-03
549,0.549,5.8904858697382139e+00,1.5759418516179694e-10,1.1986867521723076e-02,0.0000000000000000e+00,1.0e-03
550,0.55,5.8904858697385523e+00,1.5765163305072196e-10,1.1998097192261867e-02,0.0000000000000000e+00,1.0e-03
551,0.551,5.8904858697388942e+00,1.5770968406708974e-10,1.2009210296384711e-02,0.0000000000000000e+00,1.0e-03
552,0.552,5.8904858697392299e+00,1.5776667961043268e-10,1.2020144025820644e-02,0.0000000000000000e+00,1.0e-03
553,0.553,5.8904858697395586e+00,1.5782246889889004e-10,1.2030899717324220e-02,0.0000000000000000e+00,1.0e-03
554,0.554,5.8904858697398836e+00,1.5787765505990463e-10,1.2041526868562007e-02,0.0000000000000000e+00,1.0e-03
555,0.555,5.8904858697402123e+00,1.5793344434836199e-10,1.2052030347814487e-02,0.0000000000000000e+00,1.0e-03
556,0.556,5.8904858697405400e+00,1.5798908285495864e-10,1.2062413411258383e-02,0.0000000000000000e+00,1.0e-03
557,0.557,5.8904858697408624e+00,1.5804381667039112e-10,1.2072676558634570e-02,0.0000000000000000e+00,1.0e-03
558,0.558,5.8904858697411848e+00,1.5809855048582363e-10,1.2082844826003050e-02,0.0000000000000000e+00,1.0e-03
559,0.559,5.8904858697415170e+00,1.5815494290172377e-10,1.2092839676028828e-02,0.0000000000000000e+00,1.0e-03
560,0.56,5.8904858697418483e+00,1.5821118453576323e-10,1.2102761137709524e-02,0.0000000000000000e+00,1.0e-03
561,0.561,5.8904858697421734e+00,1.5826637069677778e-10,1.2112571491245743e-02,0.0000000000000000e+00,1.0e-03
562,0.562,5.8904858697424878e+00,1.5831974747546403e-10,1.2122268223232775e-02,0.0000000000000000e+00,1.0e-03
563,0.5630000000000001,5.8904858697427942e+00,1.5837176721740401e-10,1.2131858004756935e-02,0.0000000000000000e+00,1.0e-03
564,0.5640000000000001,5.8904858697431166e+00,1.5842650103283649e-10,1.2141343712721318e-02,0.0000000000000000e+00,1.0e-03
565,0.5650000000000001,5.8904858697434328e+00,1.5848017937524411e-10,1.2150727353954588e-02,0.0000000000000000e+00,1.0e-03
566,0.5660000000000001,5.8904858697437454e+00,1.5853325459020895e-10,1.2160010752586046e-02,0.0000000000000000e+00,1.0e-03
567,0.5670000000000001,5.8904858697440607e+00,1.5858678215075587e-10,1.2169218109402170e-02,0.0000000000000000e+00,1.0e-03
568,0.5680000000000001,5.8904858697443832e+00,1.5864151596618838e-10,1.2178325604090885e-02,0.0000000000000000e+00,1.0e-03
569,0.5690000000000001,5.8904858697447020e+00,1.5869564665417807e-10,1.2187362935688865e-02,0.0000000000000000e+00,1.0e-03
570,0.5700000000000001,5.8904858697450146e+00,1.5874872186914292e-10,1.2196085878251554e-02,0.0000000000000000e+00,1.0e-03
571,0.5710000000000001,5.8904858697453157e+00,1.5879983691991872e-10,1.2204697043939670e-02,0.0000000000000000e+00,1.0e-03
572,0.5720000000000001,5.8904858697456204e+00,1.5885155509813730e-10,1.2213477446253196e-02,0.0000000000000000e+00,1.0e-03
573,0.5730000000000001,5.8904858697459215e+00,1.5890267014891310e-10,1.2222137291599875e-02,0.0000000000000000e+00,1.0e-03
574,0.5740000000000001,5.8904858697462270e+00,1.5895453910899239e-10,1.2230706201727946e-02,0.0000000000000000e+00,1.0e-03
575,0.5750000000000001,5.8904858697465325e+00,1.5900640806907167e-10,1.2239187003158996e-02,0.0000000000000000e+00,1.0e-03
576,0.5760000000000001,5.8904858697468399e+00,1.5905857859287233e-10,1.2247580744495999e-02,0.0000000000000000e+00,1.0e-03
577,0.577,5.8904858697471498e+00,1.5911120146225507e-10,1.2255888390450460e-02,0.0000000000000000e+00,1.0e-03
578,0.578,5.8904858697474580e+00,1.5916352276791646e-10,1.2264133601040709e-02,0.0000000000000000e+00,1.0e-03
579,0.579,5.8904858697477556e+00,1.5921403469124945e-10,1.2272327321534179e-02,0.0000000000000000e+00,1.0e-03
580,0.58,5.8904858697480504e+00,1.5926409426900040e-10,1.2280460846877658e-02,0.0000000000000000e+00,1.0e-03
581,0.581,5.8904858697483480e+00,1.5931460619233340e-10,1.2288274272110492e-02,0.0000000000000000e+00,1.0e-03
582,0.582,5.8904858697486420e+00,1.5936451498822364e-10,1.2296187463157415e-02,0.0000000000000000e+00,1.0e-03
583,0.583,5.8904858697489297e+00,1.5941336831108901e-10,1.2304029294538867e-02,0.0000000000000000e+00,1.0e-03
584,0.584,5.8904858697492282e+00,1.5946403101628271e-10,1.2311797877026128e-02,0.0000000000000000e+00,1.0e-03
585,0.585,5.8904858697495239e+00,1.5951424137589435e-10,1.2319493197374640e-02,0.0000000000000000e+00,1.0e-03
586,0.586,5.8904858697498241e+00,1.5956520564480946e-10,1.2327116262427957e-02,0.0000000000000000e+00,1.0e-03
587,0.587,5.8904858697501181e+00,1.5961511444069967e-10,1.2334669719721700e-02,0.0000000000000000e+00,1.0e-03
588,0.588,5.8904858697504086e+00,1.5966442010914714e-10,1.2342177490505868e-02,0.0000000000000000e+00,1.0e-03
589,0.589,5.8904858697506945e+00,1.5971297186829110e-10,1.2349643379465052e-02,0.0000000000000000e+00,1.0e-03
590,0.59,5.8904858697509841e+00,1.5976212675487787e-10,1.2357062674027280e-02,0.0000000000000000e+00,1.0e-03
591,0.591,5.8904858697512692e+00,1.5981052773216115e-10,1.2364405170083751e-02,0.0000000000000000e+00,1.0e-03
592,0.592,5.8904858697515534e+00,1.5985877792758373e-10,1.2371601901324050e-02,0.0000000000000000e+00,1.0e-03
593,0.593,5.8904858697518323e+00,1.5990612343184214e-10,1.2378736076581274e-02,0.0000000000000000e+00,1.0e-03
594,0.594,5.8904858697521201e+00,1.5995497675470750e-10,1.2385812425886938e-02,0.0000000000000000e+00,1.0e-03
595,0.595,5.8904858697524070e+00,1.6000367929571216e-10,1.2392831582504902e-02,0.0000000000000000e+00,1.0e-03
596,0.596,5.8904858697526929e+00,1.6005223105485614e-10,1.2399794681656541e-02,0.0000000000000000e+00,1.0e-03
597,0.597,5.8904858697529745e+00,1.6010002890469662e-10,1.2406721759952997e-02,0.0000000000000000e+00,1.0e-03
598,0.598,5.8904858697532525e+00,1.6014722362709435e-10,1.2413590078388834e-02,0.0000000000000000e+00,1.0e-03
599,0.599,5.8904858697535305e+00,1.6019441834949205e-10,1.2420430140919075e-02,0.0000000000000000e+00,1.0e-03
600,0.6,5.8904858697538103e+00,1.6024191463561118e-10,1.2426997163869757e-02,0.0000000000000000e+00,1.0e-03
601,0.601,5.8904858697540856e+00,1.6028865701242680e-10,1.2433491141060142e-02,0.0000000000000000e+00,1.0e-03
602,0.602,5.8904858697543574e+00,1.6033479626179965e-10,1.2440162443880185e-02,0.0000000000000000e+00,1.0e-03
603,0.603,5.8904858697546238e+00,1.6038003082000831e-10,1.2446777780731210e-02,0.0000000000000000e+00,1.0e-03
604,0.604,5.8904858697549045e+00,1.6042767788798811e-10,1.2453338822213720e-02,0.0000000000000000e+00,1.0e-03
605,0.605,5.8904858697551834e+00,1.6047502339224651e-10,1.2459843760421686e-02,0.0000000000000000e+00,1.0e-03
606,0.606,5.8904858697554552e+00,1.6052116264161936e-10,1.2466292209786411e-02,0.0000000000000000e+00,1.0e-03
607,0.607,5.8904858697557216e+00,1.6056639719982805e-10,1.2472685205769060e-02,0.0000000000000000e+00,1.0e-03
608,0.608,5.8904858697559952e+00,1.6061283801292227e-10,1.2479049819279837e-02,0.0000000000000000e+00,1.0e-03
609,0.609,5.8904858697562625e+00,1.6065822335299163e-10,1.2485388319206996e-02,0.0000000000000000e+00,1.0e-03
610,0.61,5.8904858697565290e+00,1.6070345791120032e-10,1.2491694082902917e-02,0.0000000000000000e+00,1.0e-03
611,0.611,5.8904858697567928e+00,1.6074824012382690e-10,1.2497901704773221e-02,0.0000000000000000e+00,1.0e-03
612,0.612,5.8904858697570557e+00,1.6079287155459278e-10,1.2504019973531786e-02,0.0000000000000000e+00,1.0e-03
613,0.613,5.8904858697573212e+00,1.6083795533094077e-10,1.2510092381630452e-02,0.0000000000000000e+00,1.0e-03
614,0.614,5.8904858697575904e+00,1.6088364223473151e-10,1.2516121558273637e-02,0.0000000000000000e+00,1.0e-03
615,0.615,5.8904858697578515e+00,1.6092797210177602e-10,1.2522107572549481e-02,0.0000000000000000e+00,1.0e-03
616,0.616,5.8904858697581135e+00,1.6097245275068120e-10,1.2528049252683585e-02,0.0000000000000000e+00,1.0e-03
617,0.617,5.8904858697583755e+00,1.6101693339958641e-10,1.2533971766183262e-02,0.0000000000000000e+00,1.0e-03
618,0.618,5.8904858697586331e+00,1.6106066013918811e-10,1.2539793546864141e-02,0.0000000000000000e+00,1.0e-03
619,0.619,5.8904858697588907e+00,1.6110438687878984e-10,1.2545692801032019e-02,0.0000000000000000e+00,1.0e-03
620,0.62,5.8904858697591509e+00,1.6114856596397364e-10,1.2551304137763876e-02,0.0000000000000000e+00,1.0e-03
621,0.621,5.8904858697594058e+00,1.6119184035799326e-10,1.2557100191347870e-02,0.0000000000000000e+00,1.0e-03
622,0.622,5.8904858697596598e+00,1.6123496397015219e-10,1.2562798549358878e-02,0.0000000000000000e+00,1.0e-03
623,0.623,5.8904858697599138e+00,1.6127808758231114e-10,1.2568453718977256e-02,0.0000000000000000e+00,1.0e-03
624,0.624,5.8904858697601732e+00,1.6132211588563424e-10,1.2574068284219931e-02,0.0000000000000000e+00,1.0e-03
625,0.625,5.8904858697604237e+00,1.6136463637035038e-10,1.2579642588184491e-02,0.0000000000000000e+00,1.0e-03
626,0.626,5.8904858697606732e+00,1.6140700607320585e-10,1.2585176123277527e-02,0.0000000000000000e+00,1.0e-03
627,0.627,5.8904858697609228e+00,1.6144937577606129e-10,1.2590693363570580e-02,0.0000000000000000e+00,1.0e-03
628,0.628,5.8904858697611777e+00,1.6149265017008092e-10,1.2596116520091565e-02,0.0000000000000000e+00,1.0e-03
629,0.629,5.8904858697614273e+00,1.6153501987293639e-10,1.2601542548922956e-02,0.0000000000000000e+00,1.0e-03
630,0.63,5.8904858697616733e+00,1.6157678644834905e-10,1.2606977958830177e-02,0.0000000000000000e+00,1.0e-03
631,0.631,5.8904858697619211e+00,1.6161885458748311e-10,1.2612313811879248e-02,0.0000000000000000e+00,1.0e-03
632,0.632,5.8904858697621680e+00,1.6166077194475650e-10,1.2617611931699619e-02,0.0000000000000000e+00,1.0e-03
633,0.633,5.8904858697624149e+00,1.6170268930202987e-10,1.2622874771706203e-02,0.0000000000000000e+00,1.0e-03
634,0.634,5.8904858697626530e+00,1.6174309884069627e-10,1.2628101183687691e-02,0.0000000000000000e+00,1.0e-03
635,0.635,5.8904858697628955e+00,1.6178426228866616e-10,1.2633293606777432e-02,0.0000000000000000e+00,1.0e-03
636,0.636,5.8904858697631433e+00,1.6182633042780022e-10,1.2638476385262117e-02,0.0000000000000000e+00,1.0e-03
637,0.637,5.8904858697633866e+00,1.6186764465763081e-10,1.2643621568709042e-02,0.0000000000000000e+00,1.0e-03
638,0.638,5.8904858697636246e+00,1.6190805419629724e-10,1.2648757483796586e-02,0.0000000000000000e+00,1.0e-03
639,0.639,5.8904858697638653e+00,1.6194891608054572e-10,1.2653806626491571e-02,0.0000000000000000e+00,1.0e-03
640,0.64,5.8904858697641096e+00,1.6199038109223700e-10,1.2658817772679567e-02,0.0000000000000000e+00,1.0e-03
641,0.641,5.8904858697643450e+00,1.6203033828532133e-10,1.2663797259110572e-02,0.0000000000000000e+00,1.0e-03
642,0.642,5.8904858697645786e+00,1.6206999391468428e-10,1.2668743741708302e-02,0.0000000000000000e+00,1.0e-03
643,0.643,5.8904858697648095e+00,1.6210919719846513e-10,1.2673657862386348e-02,0.0000000000000000e+00,1.0e-03
644,0.644,5.8904858697650511e+00,1.6215020986457431e-10,1.2678546032345913e-02,0.0000000000000000e+00,1.0e-03
645,0.645,5.8904858697652873e+00,1.6219031783951934e-10,1.2682706999151971e-02,0.0000000000000000e+00,1.0e-03
646,0.646,5.8904858697655191e+00,1.6222967190516088e-10,1.2685955958177031e-02,0.0000000000000000e+00,1.0e-03
647,0.647,5.8904858697657492e+00,1.6226872440708103e-10,1.2689188169558900e-02,0.0000000000000000e+00,1.0e-03
648,0.648,5.8904858697659890e+00,1.6230943550946883e-10,1.2692400390431985e-02,0.0000000000000000e+00,1.0e-03
649,0.649,5.8904858697662252e+00,1.6234954348441386e-10,1.2695563841466613e-02,0.0000000000000000e+00,1.0e-03
650,0.65,5.8904858697664455e+00,1.6238693738586637e-10,1.2698679124923586e-02,0.0000000000000000e+00,1.0e-03
651,0.651,5.8904858697666649e+00,1.6242418050545818e-10,1.2701768453410199e-02,0.0000000000000000e+00,1.0e-03
652,0.652,5.8904858697668985e+00,1.6246383613482110e-10,1.2704833895243331e-02,0.0000000000000000e+00,1.0e-03
653,0.653,5.8904858697671312e+00,1.6250334098232335e-10,1.2707876807190106e-02,0.0000000000000000e+00,1.0e-03
654,0.654,5.8904858697673586e+00,1.6254194113866141e-10,1.2710896894620086e-02,0.0000000000000000e+00,1.0e-03
655,0.655,5.8904858697675815e+00,1.6257978738569600e-10,1.2713902590842823e-02,0.0000000000000000e+00,1.0e-03
656,0.656,5.8904858697678080e+00,1.6261823676017337e-10,1.2716855219214566e-02,0.0000000000000000e+00,1.0e-03
657,0.657,5.8904858697680380e+00,1.6265728926209351e-10,1.2719803679345941e-02,0.0000000000000000e+00,1.0e-03
658,0.658,5.8904858697682592e+00,1.6269483394540672e-10,1.2722726725174976e-02,0.0000000000000000e+00,1.0e-03
659,0.659,5.8904858697684741e+00,1.6273132315569505e-10,1.2725621848879144e-02,0.0000000000000000e+00,1.0e-03
660,0.66,5.8904858697686926e+00,1.6276841549342615e-10,1.2728491809377023e-02,0.0000000000000000e+00,1.0e-03
661,0.661,5.8904858697689155e+00,1.6280626174046074e-10,1.2731338498578151e-02,0.0000000000000000e+00,1.0e-03
662,0.662,5.8904858697691402e+00,1.6284440955121673e-10,1.2734163170061635e-02,0.0000000000000000e+00,1.0e-03
663,0.663,5.8904858697693596e+00,1.6288165267080854e-10,1.2736965499280370e-02,0.0000000000000000e+00,1.0e-03
664,0.664,5.8904858697695808e+00,1.6291919735412172e-10,1.2739754375653707e-02,0.0000000000000000e+00,1.0e-03
665,0.665,5.8904858697697975e+00,1.6295598812813145e-10,1.2742519109757863e-02,0.0000000000000000e+00,1.0e-03
666,0.666,5.8904858697700142e+00,1.6299277890214118e-10,1.2745272292744641e-02,0.0000000000000000e+00,1.0e-03
667,0.667,5.8904858697702256e+00,1.6302866498498670e-10,1.2748009801349927e-02,0.0000000000000000e+00,1.0e-03
668,0.668,5.8904858697704441e+00,1.6306575732271783e-10,1.2750702423364573e-02,0.0000000000000000e+00,1.0e-03
669,0.669,5.8904858697706537e+00,1.6310134184184198e-10,1.2753352225028630e-02,0.0000000000000000e+00,1.0e-03
670,0.67,5.8904858697708615e+00,1.6313662479724475e-10,1.2755981808492781e-02,0.0000000000000000e+00,1.0e-03
671,0.671,5.8904858697710800e+00,1.6317371713497585e-10,1.2758592574545549e-02,0.0000000000000000e+00,1.0e-03
672,0.672,5.8904858697713003e+00,1.6321111103642836e-10,1.2761184325504585e-02,0.0000000000000000e+00,1.0e-03
673,0.673,5.8904858697715108e+00,1.6324684633741321e-10,1.2763755572106997e-02,0.0000000000000000e+00,1.0e-03
674,0.674,5.8904858697717160e+00,1.6328167694723387e-10,1.2766317071679485e-02,0.0000000000000000e+00,1.0e-03
675,0.675,5.8904858697719211e+00,1.6331650755705456e-10,1.2768831628266957e-02,0.0000000000000000e+00,1.0e-03
676,0.676,5.8904858697721343e+00,1.6335269520362149e-10,1.2771345802045721e-02,0.0000000000000000e+00,1.0e-03
